record_id,type_of_reference,title,abstract,authors,language,keywords,doi
6670,JOUR,Incidence of plasmid DNA in strains of Campylobacter jejuni isolated from stool specimens at 37 C and 43 C.,,"[""{'author': 'Taylor, D E', 'author_abbreviated': 'Taylor DE', 'first_name': 'D E', 'last_name': 'Taylor'}"", ""{'author': 'Newell, D G', 'author_abbreviated': 'Newell DG', 'first_name': 'D G', 'last_name': 'Newell'}"", ""{'author': 'Pearson, A D', 'author_abbreviated': 'Pearson AD', 'first_name': 'A D', 'last_name': 'Pearson'}""]",eng,,10.1093/infdis/147.5.965
6672,JOUR,"[Incidence of viral particles in children with acute or protracted diarrhea, seen at the Hospital das Clinicas of the Faculdade de Medicina de Botucatu from February 1980 to February 1981].",,"[""{'author': 'Coelho, C A', 'author_abbreviated': 'Coelho CA', 'first_name': 'C A', 'last_name': 'Coelho'}"", ""{'author': 'Moreira, F L', 'author_abbreviated': 'Moreira FL', 'first_name': 'F L', 'last_name': 'Moreira'}"", ""{'author': 'Maffei, H V', 'author_abbreviated': 'Maffei HV', 'first_name': 'H V', 'last_name': 'Maffei'}"", ""{'author': 'Coelho, K I', 'author_abbreviated': 'Coelho KI', 'first_name': 'K I', 'last_name': 'Coelho'}""]",por,,
6675,JOUR,Intestinal occurrence of Campylobacter jejuni in a French hospitalized population.,,"[""{'author': 'Piemont, Y', 'author_abbreviated': 'Piemont Y', 'first_name': 'Y', 'last_name': 'Piemont'}""]",eng,,10.1007/BF02001582
6684,JOUR,[Rotavirus infections--epidemiological aspects].,,"[""{'author': 'Mochmann, H', 'author_abbreviated': 'Mochmann H', 'first_name': 'H', 'last_name': 'Mochmann'}"", ""{'author': 'Rockstroh, T', 'author_abbreviated': 'Rockstroh T', 'first_name': 'T', 'last_name': 'Rockstroh'}""]",ger,,
6693,JOUR,Epidemiology of Campylobacter jejuni infections.,,"[""{'author': 'Blaser, M J', 'author_abbreviated': 'Blaser MJ', 'first_name': 'M J', 'last_name': 'Blaser'}"", ""{'author': 'Taylor, D N', 'author_abbreviated': 'Taylor DN', 'first_name': 'D N', 'last_name': 'Taylor'}"", ""{'author': 'Feldman, R A', 'author_abbreviated': 'Feldman RA', 'first_name': 'R A', 'last_name': 'Feldman'}""]",eng,,10.1093/oxfordjournals.epirev.a036256
6699,JOUR,Etiological agents responsible for acute diarrhea in children in an urban community in Burma.,,"[""{'author': 'Aye, T', 'author_abbreviated': 'Aye T', 'first_name': 'T', 'last_name': 'Aye'}"", ""{'author': 'Nyien, M M', 'author_abbreviated': 'Nyien MM', 'first_name': 'M M', 'last_name': 'Nyien'}"", ""{'author': 'Kanemasa, Y', 'author_abbreviated': 'Kanemasa Y', 'first_name': 'Y', 'last_name': 'Kanemasa'}"", ""{'author': 'Hayashi, H', 'author_abbreviated': 'Hayashi H', 'first_name': 'H', 'last_name': 'Hayashi'}""]",eng,,10.1111/j.1348-0421.1983.tb00616.x
6703,JOUR,[Studies on the etiology of autumnal acute gastroenteritis in Kunming. II. Determination of rotavirus by an enzyme-linked immunosorbent assay].,,"[""{'author': 'Dai, G Z', 'author_abbreviated': 'Dai GZ', 'first_name': 'G Z', 'last_name': 'Dai'}"", ""{'author': 'Yang, Y F', 'author_abbreviated': 'Yang YF', 'first_name': 'Y F', 'last_name': 'Yang'}"", ""{'author': 'Li, J X', 'author_abbreviated': 'Li JX', 'first_name': 'J X', 'last_name': 'Li'}"", ""{'author': 'Ren, L P', 'author_abbreviated': 'Ren LP', 'first_name': 'L P', 'last_name': 'Ren'}"", ""{'author': 'Zhang, X S', 'author_abbreviated': 'Zhang XS', 'first_name': 'X S', 'last_name': 'Zhang'}"", ""{'author': 'Su, C Q', 'author_abbreviated': 'Su CQ', 'first_name': 'C Q', 'last_name': 'Su'}""]",chi,,
6704,JOUR,[Studies on the etiology of automnal acute gastroenteritis in Kunming. I. A preliminary report on the detection of rotavirus].,,"[""{'author': 'Dai, G Z', 'author_abbreviated': 'Dai GZ', 'first_name': 'G Z', 'last_name': 'Dai'}"", ""{'author': 'Zhang, X S', 'author_abbreviated': 'Zhang XS', 'first_name': 'X S', 'last_name': 'Zhang'}"", ""{'author': 'Li, J X', 'author_abbreviated': 'Li JX', 'first_name': 'J X', 'last_name': 'Li'}"", ""{'author': 'Yang, Y F', 'author_abbreviated': 'Yang YF', 'first_name': 'Y F', 'last_name': 'Yang'}"", ""{'author': 'Ren, L P', 'author_abbreviated': 'Ren LP', 'first_name': 'L P', 'last_name': 'Ren'}"", ""{'author': 'Su, C Q', 'author_abbreviated': 'Su CQ', 'first_name': 'C Q', 'last_name': 'Su'}"", ""{'author': 'Hu, X Z', 'author_abbreviated': 'Hu XZ', 'first_name': 'X Z', 'last_name': 'Hu'}"", ""{'author': 'Wang, D H', 'author_abbreviated': 'Wang DH', 'first_name': 'D H', 'last_name': 'Wang'}"", ""{'author': 'Chen, Y C', 'author_abbreviated': 'Chen YC', 'first_name': 'Y C', 'last_name': 'Chen'}""]",chi,,
6713,JOUR,Study of rotavirus diarrhea in a north Indian community.,,"[""{'author': 'Samantaray, J C', 'author_abbreviated': 'Samantaray JC', 'first_name': 'J C', 'last_name': 'Samantaray'}"", ""{'author': 'Mohapatra, L N', 'author_abbreviated': 'Mohapatra LN', 'first_name': 'L N', 'last_name': 'Mohapatra'}"", ""{'author': 'Bhan, M K', 'author_abbreviated': 'Bhan MK', 'first_name': 'M K', 'last_name': 'Bhan'}"", ""{'author': 'Arora, N K', 'author_abbreviated': 'Arora NK', 'first_name': 'N K', 'last_name': 'Arora'}"", ""{'author': 'Deb, M', 'author_abbreviated': 'Deb M', 'first_name': 'M', 'last_name': 'Deb'}"", ""{'author': 'Ghai, O P', 'author_abbreviated': 'Ghai OP', 'first_name': 'O P', 'last_name': 'Ghai'}"", ""{'author': 'Stintzing, G', 'author_abbreviated': 'Stintzing G', 'first_name': 'G', 'last_name': 'Stintzing'}"", ""{'author': 'Mollby, R', 'author_abbreviated': 'Mollby R', 'first_name': 'R', 'last_name': 'Mollby'}"", ""{'author': 'Holme, T', 'author_abbreviated': 'Holme T', 'first_name': 'T', 'last_name': 'Holme'}""]",eng,,
6719,JOUR,[Epidemic of acute gastroenteritis due to rotavirus in Lianyungang City].,,"[""{'author': 'Liou, Y L', 'author_abbreviated': 'Liou YL', 'first_name': 'Y L', 'last_name': 'Liou'}""]",chi,,
6720,JOUR,Isolation and genetic characterization of temperature-sensitive mutants of simian rotavirus SA11.,,"[""{'author': 'Ramig, R F', 'author_abbreviated': 'Ramig RF', 'first_name': 'R F', 'last_name': 'Ramig'}""]",eng,,10.1016/0042-6822(82)90009-5
6726,JOUR,[Intestinal biopsies and giardiasis in pediatrics (author's transl)].,,"[""{'author': 'Sarrut, S', 'author_abbreviated': 'Sarrut S', 'first_name': 'S', 'last_name': 'Sarrut'}"", ""{'author': 'Desjeux, J F', 'author_abbreviated': 'Desjeux JF', 'first_name': 'J F', 'last_name': 'Desjeux'}"", ""{'author': 'Ben Abdallah, C', 'author_abbreviated': 'Ben Abdallah C', 'first_name': 'C', 'last_name': 'Ben Abdallah'}"", ""{'author': 'Peyrot, M', 'author_abbreviated': 'Peyrot M', 'first_name': 'M', 'last_name': 'Peyrot'}""]",fre,,
6734,JOUR,[Familial giardiasis: clinical and epidemiological study beginning with index cases].,,"[""{'author': 'Gottlieb, B', 'author_abbreviated': 'Gottlieb B', 'first_name': 'B', 'last_name': 'Gottlieb'}"", ""{'author': 'Tapia, R', 'author_abbreviated': 'Tapia R', 'first_name': 'R', 'last_name': 'Tapia'}"", ""{'author': 'Reyes, H', 'author_abbreviated': 'Reyes H', 'first_name': 'H', 'last_name': 'Reyes'}""]",spa,,
6739,JOUR,"[Fecal detection of rotavirus and other enteropathogens in infants less than a year old, with acute diarrhea].",,"[""{'author': 'Zacarías, J', 'author_abbreviated': 'Zacarías J', 'first_name': 'J', 'last_name': 'Zacarías'}"", ""{'author': 'Spencer, E', 'author_abbreviated': 'Spencer E', 'first_name': 'E', 'last_name': 'Spencer'}"", ""{'author': 'Prado, V', 'author_abbreviated': 'Prado V', 'first_name': 'V', 'last_name': 'Prado'}"", ""{'author': 'Herskovic, P', 'author_abbreviated': 'Herskovic P', 'first_name': 'P', 'last_name': 'Herskovic'}"", ""{'author': 'Cohen, J', 'author_abbreviated': 'Cohen J', 'first_name': 'J', 'last_name': 'Cohen'}"", ""{'author': 'Tagle, S', 'author_abbreviated': 'Tagle S', 'first_name': 'S', 'last_name': 'Tagle'}"", ""{'author': 'Cienfuegos, G', 'author_abbreviated': 'Cienfuegos G', 'first_name': 'G', 'last_name': 'Cienfuegos'}"", ""{'author': 'Araya, M', 'author_abbreviated': 'Araya M', 'first_name': 'M', 'last_name': 'Araya'}""]",spa,,
6744,JOUR,[Detection of rotavirus in hospitalized and ambulatory infants with acute diarrhea in Santiago de Chile].,,"[""{'author': 'Calderón Marín, A', 'author_abbreviated': 'Calderón Marín A', 'first_name': 'A', 'last_name': 'Calderón Marín'}"", ""{'author': 'Avendaño, L F', 'author_abbreviated': 'Avendaño LF', 'first_name': 'L F', 'last_name': 'Avendaño'}"", ""{'author': 'Varas Palma, X', 'author_abbreviated': 'Varas Palma X', 'first_name': 'X', 'last_name': 'Varas Palma'}"", ""{'author': 'Vargas Munita, S', 'author_abbreviated': 'Vargas Munita S', 'first_name': 'S', 'last_name': 'Vargas Munita'}""]",spa,,
6749,JOUR,[Epidemiological characteristics of Campylobacter infection].,,"[""{'author': 'Samitova, V I', 'author_abbreviated': 'Samitova VI', 'first_name': 'V I', 'last_name': 'Samitova'}"", ""{'author': 'Chaĭka, N A', 'author_abbreviated': 'Chaĭka NA', 'first_name': 'N A', 'last_name': 'Chaĭka'}""]",rus,,
6769,JOUR,Rotavirus detection for the routine laboratory.,,"[""{'author': 'Schousboe, M', 'author_abbreviated': 'Schousboe M', 'first_name': 'M', 'last_name': 'Schousboe'}"", ""{'author': 'Faoagali, J', 'author_abbreviated': 'Faoagali J', 'first_name': 'J', 'last_name': 'Faoagali'}""]",eng,,
6770,JOUR,Further studies on the etiology of autumn infant gastroenteritis.,,"[""{'author': 'Qiu, F X', 'author_abbreviated': 'Qiu FX', 'first_name': 'F X', 'last_name': 'Qiu'}"", ""{'author': 'Pang, Q F', 'author_abbreviated': 'Pang QF', 'first_name': 'Q F', 'last_name': 'Pang'}"", ""{'author': 'Liu, J C', 'author_abbreviated': 'Liu JC', 'first_name': 'J C', 'last_name': 'Liu'}"", ""{'author': 'Song, Y Y', 'author_abbreviated': 'Song YY', 'first_name': 'Y Y', 'last_name': 'Song'}"", ""{'author': 'Xu, A Y', 'author_abbreviated': 'Xu AY', 'first_name': 'A Y', 'last_name': 'Xu'}"", ""{'author': 'Wan, X B', 'author_abbreviated': 'Wan XB', 'first_name': 'X B', 'last_name': 'Wan'}"", ""{'author': 'Yin, P P', 'author_abbreviated': 'Yin PP', 'first_name': 'P P', 'last_name': 'Yin'}"", ""{'author': 'Suo, Y Q', 'author_abbreviated': 'Suo YQ', 'first_name': 'Y Q', 'last_name': 'Suo'}"", ""{'author': 'Wang, F L', 'author_abbreviated': 'Wang FL', 'first_name': 'F L', 'last_name': 'Wang'}"", ""{'author': 'Jiang, H Y', 'author_abbreviated': 'Jiang HY', 'first_name': 'H Y', 'last_name': 'Jiang'}"", ""{'author': 'Zhang, B Y', 'author_abbreviated': 'Zhang BY', 'first_name': 'B Y', 'last_name': 'Zhang'}""]",eng,,
6773,JOUR,[Further studies on the etiology of autumnal infantile gastroenteritis (author's transl)].,,"[""{'author': 'Qiu, F X', 'author_abbreviated': 'Qiu FX', 'first_name': 'F X', 'last_name': 'Qiu'}""]",chi,,
6785,JOUR,[Rotavirus gastroenteritis in children (a review of the literature)].,,"[""{'author': 'Nesterina, L F', 'author_abbreviated': 'Nesterina LF', 'first_name': 'L F', 'last_name': 'Nesterina'}"", ""{'author': 'Shekoian, L A', 'author_abbreviated': 'Shekoian LA', 'first_name': 'L A', 'last_name': 'Shekoian'}""]",rus,,
6788,JOUR,Inability of an lodination Method to Destroy Completely Giardia Cysts in Cold Water.,,"[""{'author': 'Jarroll, E L', 'author_abbreviated': 'Jarroll EL', 'first_name': 'E L', 'last_name': 'Jarroll'}"", ""{'author': 'Bingham, A K', 'author_abbreviated': 'Bingham AK', 'first_name': 'A K', 'last_name': 'Bingham'}"", ""{'author': 'Meyer, E A', 'author_abbreviated': 'Meyer EA', 'first_name': 'E A', 'last_name': 'Meyer'}""]",eng,,
6789,JOUR,A human strain of Campylobacter fetus subsp. intestinalis grown at 42 degrees C.,,"[""{'author': 'Skirrow, M B', 'author_abbreviated': 'Skirrow MB', 'first_name': 'M B', 'last_name': 'Skirrow'}"", ""{'author': 'Benjamin, J', 'author_abbreviated': 'Benjamin J', 'first_name': 'J', 'last_name': 'Benjamin'}""]",eng,,10.1136/jcp.33.6.603
6790,JOUR,A human strain of Campylobacter fetus subsp. intestinalis grown at 42 degrees C.,,"[""{'author': 'Smibert, R M', 'author_abbreviated': 'Smibert RM', 'first_name': 'R M', 'last_name': 'Smibert'}"", ""{'author': 'von Graevenitz, A', 'author_abbreviated': 'von Graevenitz A', 'first_name': 'A', 'last_name': 'von Graevenitz'}""]",eng,,10.1136/jcp.33.5.509-a
6793,JOUR,[Rotavirus infections in the province of Ancona. Sero-epidemiological studies].,,"[""{'author': 'Clementi, M', 'author_abbreviated': 'Clementi M', 'first_name': 'M', 'last_name': 'Clementi'}""]",ita,,
6796,JOUR,[Microbial infections of the small and large intestine].,,"[""{'author': 'Reber, H', 'author_abbreviated': 'Reber H', 'first_name': 'H', 'last_name': 'Reber'}""]",ger,,
6800,JOUR,Resistance of Giardia cysts to physical and chemical agents.,,"[""{'author': 'Kasprzak, W', 'author_abbreviated': 'Kasprzak W', 'first_name': 'W', 'last_name': 'Kasprzak'}"", ""{'author': 'Mazur, T', 'author_abbreviated': 'Mazur T', 'first_name': 'T', 'last_name': 'Mazur'}""]",eng,,
6801,JOUR,Rotavirus infection in young Gambian village children.,,"[""{'author': 'Rowland, M G', 'author_abbreviated': 'Rowland MG', 'first_name': 'M G', 'last_name': 'Rowland'}"", ""{'author': 'Leung, T S', 'author_abbreviated': 'Leung TS', 'first_name': 'T S', 'last_name': 'Leung'}"", ""{'author': 'Marshall, W C', 'author_abbreviated': 'Marshall WC', 'first_name': 'W C', 'last_name': 'Marshall'}""]",eng,,10.1016/0035-9203(80)90160-1
6821,JOUR,"[""Indigestion"" in infants mostly virus infections].",,,ger,,
6822,JOUR,[Rotavirus gastro-enteritis in infants].,,"[""{'author': 'Champsaur, H', 'author_abbreviated': 'Champsaur H', 'first_name': 'H', 'last_name': 'Champsaur'}"", ""{'author': 'Assathiany, R', 'author_abbreviated': 'Assathiany R', 'first_name': 'R', 'last_name': 'Assathiany'}"", ""{'author': 'Pincet, J', 'author_abbreviated': 'Pincet J', 'first_name': 'J', 'last_name': 'Pincet'}"", ""{'author': 'Bach, C', 'author_abbreviated': 'Bach C', 'first_name': 'C', 'last_name': 'Bach'}""]",fre,,
6823,JOUR,[Epidemiological and clinical significance of rotoviruses].,,"[""{'author': 'Rockstroh, T', 'author_abbreviated': 'Rockstroh T', 'first_name': 'T', 'last_name': 'Rockstroh'}""]",ger,,
6824,JOUR,Viral gastroenteritis in children.,,"[""{'author': 'Cutting, W A', 'author_abbreviated': 'Cutting WA', 'first_name': 'W A', 'last_name': 'Cutting'}""]",eng,,10.1177/004947557900900107
6826,JOUR,Environmental isolation of heat-tolerant Campylobacter in the Southampton area.,,"[""{'author': 'Knill, M', 'author_abbreviated': 'Knill M', 'first_name': 'M', 'last_name': 'Knill'}"", ""{'author': 'Suckling, W G', 'author_abbreviated': 'Suckling WG', 'first_name': 'W G', 'last_name': 'Suckling'}"", ""{'author': 'Pearson, A D', 'author_abbreviated': 'Pearson AD', 'first_name': 'A D', 'last_name': 'Pearson'}""]",eng,,10.1016/s0140-6736(78)92577-1
6831,JOUR,[Medical aspects of work in tropical countries].,,"[""{'author': 'Frazen, E', 'author_abbreviated': 'Frazen E', 'first_name': 'E', 'last_name': 'Frazen'}""]",ger,,
6833,JOUR,Comments on the pathogenesis of rotaviral infections.,,"[""{'author': 'Malherbe, H H', 'author_abbreviated': 'Malherbe HH', 'first_name': 'H H', 'last_name': 'Malherbe'}""]",eng,,
6835,JOUR,A clinical study of rotavirus gastroenteritis.,,"[""{'author': 'Delage, G', 'author_abbreviated': 'Delage G', 'first_name': 'G', 'last_name': 'Delage'}"", ""{'author': 'McLaughlin, B', 'author_abbreviated': 'McLaughlin B', 'first_name': 'B', 'last_name': 'McLaughlin'}"", ""{'author': 'Berthiaume, L', 'author_abbreviated': 'Berthiaume L', 'first_name': 'L', 'last_name': 'Berthiaume'}""]",eng,,10.1016/s0022-3476(78)81159-7
6843,JOUR,"[Lambliasis. Pathogenicity, clinical picture, diagnosis and therapy].",,"[""{'author': 'Fleischer, N K', 'author_abbreviated': 'Fleischer NK', 'first_name': 'N K', 'last_name': 'Fleischer'}"", ""{'author': 'Strik, W O', 'author_abbreviated': 'Strik WO', 'first_name': 'W O', 'last_name': 'Strik'}""]",ger,,
6864,JOUR,Letter: Giardiasis in a refugee from Darwin.,,"[""{'author': 'Townley, R R', 'author_abbreviated': 'Townley RR', 'first_name': 'R R', 'last_name': 'Townley'}""]",eng,,
6869,JOUR,Problems in the shipment of fecal samples. Comparative studies on the efficacy of Stuart's transport medium and liquid nitrogen as the means of preserving enteropathogens.,,"[""{'author': 'Mohadjer, S', 'author_abbreviated': 'Mohadjer S', 'first_name': 'S', 'last_name': 'Mohadjer'}""]",eng,,
6870,JOUR,Evaluation of plating media and temperature parameters in the isolation of selected enteric pathogens.,,"[""{'author': 'Wun, C K', 'author_abbreviated': 'Wun CK', 'first_name': 'C K', 'last_name': 'Wun'}"", ""{'author': 'Cohen, J R', 'author_abbreviated': 'Cohen JR', 'first_name': 'J R', 'last_name': 'Cohen'}"", ""{'author': 'Litsky, W', 'author_abbreviated': 'Litsky W', 'first_name': 'W', 'last_name': 'Litsky'}""]",eng,,
6871,JOUR,Acute enteritis due to related vibrio: first positive stool cultures.,,"[""{'author': 'Dekeyser, P', 'author_abbreviated': 'Dekeyser P', 'first_name': 'P', 'last_name': 'Dekeyser'}"", ""{'author': 'Gossuin-Detrain, M', 'author_abbreviated': 'Gossuin-Detrain M', 'first_name': 'M', 'last_name': 'Gossuin-Detrain'}"", ""{'author': 'Butzler, J P', 'author_abbreviated': 'Butzler JP', 'first_name': 'J P', 'last_name': 'Butzler'}"", ""{'author': 'Sternon, J', 'author_abbreviated': 'Sternon J', 'first_name': 'J', 'last_name': 'Sternon'}""]",eng,,10.1093/infdis/125.4.390
6873,JOUR,[Intestinal parasites in citizens of the GDR travelling abroad].,,"[""{'author': 'Flentje, B', 'author_abbreviated': 'Flentje B', 'first_name': 'B', 'last_name': 'Flentje'}"", ""{'author': 'Döll, H', 'author_abbreviated': 'Döll H', 'first_name': 'H', 'last_name': 'Döll'}"", ""{'author': 'Steinecke, K', 'author_abbreviated': 'Steinecke K', 'first_name': 'K', 'last_name': 'Steinecke'}""]",ger,,
6874,JOUR,[Giardiasis in hospitalized patients in the light of laboratory data].,,"[""{'author': 'Glebski, J', 'author_abbreviated': 'Glebski J', 'first_name': 'J', 'last_name': 'Glebski'}""]",pol,,
6875,JOUR,[Examination of persons returning from the tropics for intestinal parasites].,,"[""{'author': 'Müller, W A', 'author_abbreviated': 'Müller WA', 'first_name': 'W A', 'last_name': 'Müller'}""]",ger,,
6876,JOUR,"PARASITOLOGIC SURVEYS IN CALI, DEPARTAMENTO DEL VALLE, COLOMBIA. XI. INTESTINAL PARASITES IN WARD SILO'E, CALI, DURING A FOUR-YEAR PERIOD 1956--1960.",,"[""{'author': 'FAUST, E C', 'author_abbreviated': 'FAUST EC', 'first_name': 'E C', 'last_name': 'FAUST'}"", ""{'author': 'GONZALESMUGABURU, L', 'author_abbreviated': 'GONZALESMUGABURU L', 'first_name': 'L', 'last_name': 'GONZALESMUGABURU'}""]",eng,"['*ADOLESCENCE', '*AMEBIASIS', '*ASCARIASIS', '*CHILD', '*CHILOMASTIX', '*COLOMBIA', '*DIAGNOSIS, LABORATORY', '*EPIDEMIOLOGY', '*FECES', '*GERIATRICS', '*GIARDIASIS', '*INFANT', '*INTESTINAL DISEASES, PARASITIC', '*IODAMOEBA', '*NECATOR', '*NEMATODE INFECTIONS', '*SANITATION', '*STATISTICS', '*STRONGYLOIDIASIS']",10.4269/ajtmh.1965.14.276
6877,JOUR,[OBSERVATIONS ABOUT ASCARIASIS IN 2 NEARBY TOWNS].,,"[""{'author': 'LOPEZ, R', 'author_abbreviated': 'LOPEZ R', 'first_name': 'R', 'last_name': 'LOPEZ'}"", ""{'author': 'TAY, J', 'author_abbreviated': 'TAY J', 'first_name': 'J', 'last_name': 'TAY'}""]",spa,"['*AMEBIASIS', '*ASCARIASIS', '*CESTODE INFECTIONS', '*EPIDEMIOLOGY', '*GIARDIASIS', '*INDIANS, SOUTH AMERICAN', '*INTESTINAL DISEASES, PARASITIC', '*MEXICO', '*OXYURIASIS', '*SOIL', '*STATISTICS', '*TRICHURIASIS']",
6878,JOUR,A methodology for environmental and occupational cancer surveys.,,"[""{'author': 'HUEPER, W C', 'author_abbreviated': 'HUEPER WC', 'first_name': 'W C', 'last_name': 'HUEPER'}""]",eng,"['*CANCER', '*VIBRIO JEJUNI']",
